id,Material Type,Process Type,call_number,Library Name,Location Name,mms_id,title,ISBN,ISSN,Author,Publisher,Publication Place,Publication Date,Subjects,651$$0,651$$1,Num of Loans Including Pre-Migration (In House),Description,Internal Note 1,Internal Note 2,Internal Note 3,date_acquired,Item Modification Date
31154069008488,Issue,,CC101.C6 K45,NYU Inst Study Ancient World,Library 6,9998649526507876,Ke ji kao gu yu wen wu bao hu ji shu /,,,,Ke xue chu ban she,Beijing :,2018-,Archaeology--China.; Archaeology--Methodology.; Archaeology--Technology.; China--Antiquities--Conservation and restoration.; Excavations (Archaeology)--China--Technology.; Antiquities--Collection and preservation; Archaeology; Archaeology--Methodology; China; Imperial China.; China.; Ancient China.; Archéologie--Chine.; Archéologie--Méthodologie.; Archéologie--Technologie.; Chine--Antiquités--Conservation et restauration.,http://vocab.getty.edu/tgn/8697462; http://vocab.getty.edu/tgn/1000111; http://vocab.getty.edu/tgn/8697463;,https://id.oclc.org/worldcat/entity/E39PBJcrd4RjtCBk4wfMhTwwG3;,0,no.2(2019),,,,2026-02-12,2026-02-19
31154069008496,Issue,,DS793.N6 X5,NYU Inst Study Ancient World,Library 6,990040241000107876,Xi yu wen shi = Literature & history of the Western regions.,,,,Ke xue chu ban she,Beijing :,2006-,"China, Northwest--History--Periodicals.; China, Northwest--Civilization--Periodicals.; Civilization; Northwest China; History; Periodicals; Northwest China.",,https://www.wikidata.org/entity/Q1153001,0,v.19(2025),,,,2026-02-12,2026-02-12
31154069008504,Issue,,DS793.N6 X49246,NYU Inst Study Ancient World,Library 6,990056876930107876,Xi bu kao gu /,,,,Ke xue chu ban she; San qin chu ban she,Xi'an :,2015-,"China, Northwest--Antiquities--Periodicals.; China, Southwest--Antiquities--Periodicals.; Excavations (Archaeology)--China, Northwest--Periodicals.; Excavations (Archaeology)--China, Southwest--Periodicals.; Antiquities; Excavations (Archaeology); Northwest China; Southwest China; Periodicals; Periodicals.; Southwest China.; Northwest China.",,https://www.wikidata.org/entity/Q1190484; https://www.wikidata.org/entity/Q1153001,0,v.28(2025),,,,2026-02-12,2026-02-12
31154069008512,Issue,,DS715 .Z467,NYU Inst Study Ancient World,Library 6,990043051580107876,Zhongguo wen wu nian jian /,,,,Ke xue chu ban she,Beijing :,2003-,China--Relics--Periodicals.; China--Antiquities--Periodicals.; Antiquities; Relics; China; Periodicals; Periodicals.; Imperial China.; China.; Ancient China.; Zhongguo nian jian,http://vocab.getty.edu/tgn/8697462; http://vocab.getty.edu/tgn/1000111; http://vocab.getty.edu/tgn/8697463,https://id.oclc.org/worldcat/entity/E39PBJdCqh8h6hJY7PT6MQW4bd;,0,2023,,,,2026-02-12,2026-02-12
31154069008520,Book,,PL2448 .L5 2012,NYU Inst Study Ancient World,Oversize Collection,990039321510107876,Liye Qin jian /,7501033501; 9787501033508; 7501053693; 9787501053698; 7501083118; 9787501083114,,,Wen wu chu ban she,Beijing :,2012-,"Inscriptions, Chinese--China--Liye--History and criticism.; Wooden tablets--China--Liye.; Bamboo work--China--Liye.; Liye (China)--Antiquities.; China--History--Qin dynasty, 221-207 B.C.; Qin Dynasty (China); Antiquities; Bamboo work; Inscriptions, Chinese; Wooden tablets; China; China--Liye; 221-207 B.C; Criticism, interpretation, etc.; History; Jian (kao gu)--yan jiu--qin han shi dai--hu nan sheng--long shan xian.; Liye.; China.; Ancient China.; Imperial China.; Chine--Histoire--221-207 av. J.-C. (Dynastie des Qin)",http://vocab.getty.edu/tgn/8602708; http://vocab.getty.edu/tgn/1000111; http://vocab.getty.edu/tgn/8697463; http://vocab.getty.edu/tgn/8697462;,https://id.oclc.org/worldcat/entity/E39PBJdCqh8h6hJY7PT6MQW4bd;,0,v.3:pt.1,,,,2026-02-12,2026-02-12
31154069008538,Book,,PL2448 .L5 2012,NYU Inst Study Ancient World,Oversize Collection,990039321510107876,Liye Qin jian /,7501033501; 9787501033508; 7501053693; 9787501053698; 7501083118; 9787501083114,,,Wen wu chu ban she,Beijing :,2012-,"Inscriptions, Chinese--China--Liye--History and criticism.; Wooden tablets--China--Liye.; Bamboo work--China--Liye.; Liye (China)--Antiquities.; China--History--Qin dynasty, 221-207 B.C.; Qin Dynasty (China); Antiquities; Bamboo work; Inscriptions, Chinese; Wooden tablets; China; China--Liye; 221-207 B.C; Criticism, interpretation, etc.; History; Jian (kao gu)--yan jiu--qin han shi dai--hu nan sheng--long shan xian.; Liye.; China.; Ancient China.; Imperial China.; Chine--Histoire--221-207 av. J.-C. (Dynastie des Qin)",http://vocab.getty.edu/tgn/8602708; http://vocab.getty.edu/tgn/1000111; http://vocab.getty.edu/tgn/8697463; http://vocab.getty.edu/tgn/8697462;,https://id.oclc.org/worldcat/entity/E39PBJdCqh8h6hJY7PT6MQW4bd;,0,v.3:pt.2,,,,2026-02-12,2026-02-12
31154069008546,Book,In Process,NB118.T9 T37 2016,NYU Inst Study Ancient World,Small Collection,9998784624207876,Tarsus Müzesi taş eserleri : heykeltıraşlık ve mimari plastik eserler /,6059680208; 9786059680202,,"Durugönül, Serra, 1962- editor.",Mersin Üniversitesi Kilikia Arkeolojisini Araştırma Merkezi,Mersin :,[2016],"Tarsus (Turkey)--Antiquities.; Museums--Turkey--Tarsus.; Sculpture, Ancient--Turkey--Tarsus--Catalogs.; Sculpture, Hellenistic--Turkey--Tarsus--Catalogs.; Sculpture, Roman--Turkey--Tarsus--Catalogs.; Sculpture, Byzantine--Turkey--Tarsus--Catalogs.; Decoration and ornament, Architectural--Turkey--Tarsus.; Antiquities; Decoration and ornament, Architectural; Museums; Sculpture, Ancient; Sculpture, Byzantine; Sculpture, Hellenistic; Sculpture, Roman; Turkey--Tarsus; catalogs (documents); Catalogs; Catalogs.; Tarsus/Antiochia ad Cydnum.; Catalogues.; Musées--Turquie--Tarsus.; Sculpture antique--Turquie--Tarsus--Catalogues.; Sculpture hellénistique--Turquie--Tarsus--Catalogues.; Sculpture romaine--Turquie--Tarsus--Catalogues.; Sculpture byzantine--Turquie--Tarsus--Catalogues.; Décoration et ornement architecturaux--Turquie--Tarsus.",https://pleiades.stoa.org/places/648789,https://id.oclc.org/worldcat/entity/E39PBJrm9r48TGM9t8mtmMxhpP;,0,,,,,2026-02-12,2026-02-19
31154069008553,Book,,P211 .M73 2023,NYU Inst Study Ancient World,Small Collection,9998784724307876,Egyptian meeting Canaanites : and the genesis of alphabetic writing around 1900 BCE /,8419745278; 9788419745279,,"Morenz, Ludwig D., author.",Editorial Universidad de Alcalá,Alcalá de Henares :,[2023],"Alphabet--History.; Writing--Egypt--History.; Writing--Palestine--History.; Egyptians.; Canaanites.; Civilization, Ancient.; Ancient Egypt (region); Alphabet--Histoire.; Écriture--Égypte--Histoire.; Écriture--Palestine--Histoire.; Égyptiens.; Cananéens.; Civilisation ancienne.",https://pleiades.stoa.org/places/981503,,0,,,,,2026-02-12,2026-02-12
31154069008561,Book,In Process,CN380.C7 K758 2024,NYU Inst Study Ancient World,Small Collection,9998784624107876,Krētologika symmeikta /,6185762021; 9786185762025; 26539608; 9786185762018; 6185762013,,"Kritzas, Ch. V., 1944- author.",Philosophikē Scholē Panepistēmio Krētēs,Rethymno :,2024.,"Inscriptions, Greek--Greece--Crete.; Epigrams, Greek--Greece--Crete.; Epitaphs--Greece--Crete.; Crete (Greece)--Civilization--Early works to 1800--Sources.; Crete (Greece)--Antiquities--Sources.; Creta (island); Inscriptions grecques--Grèce--Crète.; Épitaphes--Grèce--Crète.; Crète (Grèce)--Civilisation--Ouvrages avant 1800--Sources.; Crète (Grèce)--Antiquités--Sources.",https://pleiades.stoa.org/places/589748;,,0,,,,,2026-02-12,2026-02-19
31154069008587,Book,In Process,CC78.6 .G868 2024,NYU Inst Study Ancient World,Small Collection,9998784919407876,Jia su qi zhi pu 14C ce nian yan jiu : Xia Shang Zhou shi qi kao gu yi zhi yu Yinxu jia gu ce nian /,7301353758; 9787301353752,,"Guo, Zhiyu, author.",Beijing da xue chu ban she,Beijing :,2024.,Archaeological dating--China.; Radiocarbon dating.; radiocarbon dating.; Ancient China.; Archéologie--Datation--Chine.; Datation--Méthode du carbone 14.,http://vocab.getty.edu/tgn/8697463,,0,,,,,2026-02-13,2026-02-19
31154069008595,Book,In Process,KNN132 .Z4464 2025,NYU Inst Study Ancient World,Small Collection,9998784919807876,Chu tu wen xian yu Han Tang fa zhi shi xin lun = Unearthed documents and new arguments on the legal history of the Han and Tang dynasties = Chutu wenxian yu Han Tang fazhishi xinlun /,7301359012; 9787301359013,,"Zheng, Xianwen, 1966- author.",Beijing da xue chu ban she,Beijing :,2025.,"Law--China--History.; China--History--Han dynasty, 202 B.C.-220 A.D.; China--History--Tang dynasty, 618-907.; Imperial China.; Droit--Chine--Histoire.; Chine--Histoire--202 av. J.-C.-220 (Dynastie des Han); Chine--Histoire--618-907 (Dynastie des Tang)",https://vocab.getty.edu/tgn/8697462;,,0,,,,,2026-02-13,2026-02-19
31154069008603,Book,In Process,KNN122 .L526 2025,NYU Inst Study Ancient World,Small Collection,9998784919707876,Jin ke yu lü : di xia chu tu de jian bo fa zhi wen shu = The golden rules : legal documents on unearthed bamboo slips = Jinke yulü : dixia chutu de jianbo fazhi wenshu /,756972299X; 9787569722994,,"Li, Mingxiao (Researcher), author.",Xi nan da xue chu ban she,Chongqing Shi :,2025.,"Law--China--History.; Inscriptions, Chinese--History and criticism.; Bamboo inscriptions--China--History and criticism.; Imperial China.; Droit--Chine--Histoire.; Inscriptions chinoises--Histoire et critique.",https://vocab.getty.edu/tgn/8697462,,0,,,,,2026-02-13,2026-02-19
31154069008611,Book,,DS741.65 .T4636 2024,NYU Inst Study Ancient World,Small Collection,9998784919507876,Xian Qin shi qi de ren qun yu she hui : kao gu xue shi jiao de duo wei tan suo /,7030804023; 9787030804020,,"Teng, Mingyu, author.",Ke xue chu ban she,Beijing :,2024.,China--Civilization--To 221 B.C.; Ancient China.; Chine--Civilisation--Jusqu'à 221 av. J.-C.,http://vocab.getty.edu/tgn/8697463;,,0,,,,,2026-02-13,2026-02-13
31154069008629,Book,,DS797.57.A542 J536 2025,NYU Inst Study Ancient World,Large Collection,9998784920107876,Jiangxi Anfu Qifeng Shan Han mu qun kao gu fa jue bao gao /,7501086370; 9787501086375,,,Wen wu chu ban she,Beijing Shi :,2025.,"Anfu Xian (China)--Antiquities.; Tombs--China--Anfu Xian.; Excavations (Archaeology)--China--Anfu Xian.; China--History--Han dynasty, 202 B.C.-220 A.D.; Qifengshan tombs.; Chine--Histoire--202 av. J.-C.-220 (Dynastie des Han)",,http://www.wikidata.org/entity/Q138496844;,0,,,,,2026-02-13,2026-02-13
31154069008637,Book,,DS795.4.F36 F362 2024,NYU Inst Study Ancient World,Large Collection,9998784919607876,Fangshan Anzhuang mu di kao gu fa jue bao gao /,7030798821; 9787030798824,,,Ke xue chu ban she,Beijing :,2024 nian 11 yue.,"Fangshan Qu (Beijing, China)--Antiquities.; Tombs--China--Beijing.; Excavations (Archaeology)--China--Beijing.; Anzhuang cemetery.; Tombeaux--Chine--Pékin.; Fouilles (Archéologie)--Chine--Pékin.",,http://www.wikidata.org/entity/Q138496275,0,,,,,2026-02-13,2026-02-13
31154069008645,Book,,DS797.48.J554 J569 2024,NYU Inst Study Ancient World,Large Collection,9998784919907876,Jingzhou Hujiacaochang mu di kao gu fa jue bao gao = Archaeological Excavation Report of the Hujia Caochang Cemetery in Jingzhou /,7501085315; 9787501085316,,"Jingzhou bo wu guan, author.",Wen wu chu ban she,Beijing Shi :,2024.,"Excavations (Archaeology)--China--Jingzhou (Hubei Sheng); Tombs--China--Hujiacaochang Cemetery Site.; Bamboo inscriptions--China--Hujiacaochang Cemetery Site.; Hujiacaochang Cemetery Site.; Jingzhou (Hubei Sheng, China)--Antiquities.; Hujia Caochang cemetery.",,http://www.wikidata.org/entity/Q138359621,0,,,,,2026-02-13,2026-02-13
31154069008652,Book,,DS797.22.F894 F8963 2022,NYU Inst Study Ancient World,Large Collection,9998784920007876,Fuyang Shuanggudui Han mu /,7101159184; 9787101159189,,,Zhonghua shu ju,Beijing :,2022.,"Tombs--China--Fuyang Shi.; Excavations (Archaeology)--China--Fuyang Shi.; Fuyang Shi (China)--Antiquities.; China--History--Han dynasty, 202 B.C.-220 A.D.; Fuyang.; Tombeaux--Chine--Fuyang (Shi); Fouilles (Archéologie)--Chine--Fuyang (Shi); Chine--Histoire--202 av. J.-C.-220 (Dynastie des Han)",http://vocab.getty.edu/tgn/8200752;,,0,,,,,2026-02-13,2026-02-13
31154069008660,Book,,DS797.56.S856 D664 2024,NYU Inst Study Ancient World,Large Collection,9998784919307876,Dong Han Xiapi guo kao gu diao cha bao gao /,750108579X; 9787501085798,,,Wen wu chu ban she,Beijing Shi :,2024.,"Suining Xian (Jiangsu Sheng, China)--Antiquities.; Excavations (Archaeology)--China--Suining Xian (Jiangsu Sheng); China--History--Han dynasty, 202 B.C.-220 A.D.; Suining.; Chine--Histoire--202 av. J.-C.-220 (Dynastie des Han)",http://vocab.getty.edu/tgn/8686894;,,0,,,,,2026-02-13,2026-02-13
31154069008686,Book,,PL2448 .C4368 2024,NYU Inst Study Ancient World,Large Collection,9998784919107876,Changsha Zoumalou Xi Han jian du kao gu fa jue bao gao = Changsha Zoumalou XiHan jiandu kaogu fajue baogao /,7553820490; 9787553820491,,,Yuelu shu she,Changsha Shi :,2024.,"Inscriptions, Chinese--China--Changsha Shi.; Wooden tablets--China--Changsha Shi.; Excavations (Archaeology)--China--Changsha Shi.; Zoumalou.; Inscriptions chinoises--Chine--Changsha.; Tablettes en bois--Chine--Changsha.; Fouilles (Archéologie)--Chine--Changsha.",,http://www.wikidata.org/entity/Q227049,0,,,,,2026-02-13,2026-02-13
31154069008694,Book,In Process,PL2448 .C3663 2024,NYU Inst Study Ancient World,Large Collection,9998784919007876,Changsha Zoumalou Xi Han jian du yan jiu = Changsha Zoumalou XiHan jiandu yanjiu /,7553820504; 9787553820507,,,Yuelu shu she,Changsha :,2024.,"Inscriptions, Chinese--China--Changsha Shi.; Wooden tablets--China--Changsha Shi.; Zoumalou.; Inscriptions chinoises--Chine--Changsha.; Tablettes en bois--Chine--Changsha.",,http://www.wikidata.org/entity/Q227049,0,,,,,2026-02-13,2026-03-18
31154069008702,Book,,DS797.77.F855 F8556 2024,NYU Inst Study Ancient World,Large Collection,9998784919207876,Fuling Shituo yi zhi : 1998-2001 nian du kao gu fa jue bao gao /,7030795547; 9787030795540,,,Ke xue chu ban she,Beijing :,2024.,"Fuling (Sichuan Sheng, China)--Antiquities.; Excavations (Archaeology)--China--Fuling (Sichuan Sheng); Shituo site.",,http://www.wikidata.org/entity/Q138496911,0,,,,,2026-02-13,2026-02-13
31154069009056,Book,,TN690 .S346 2012,NYU Inst Study Ancient World,Large Collection,9998784208807876,Ancient metals : microstructure and metallurgy /,0982933800; 9780982933800; 0982933843; 9780982933848; 0982933835; 9780982933831; 0982933827; 9780982933824,,"Scott, David A., 1948- author.",Conservation Science Press,[Los Angeles] :,2012-<2013>,Metallography.; Alloys--Metallography.; Metallographic specimens.; Art objects--Conservation and restoration.; Metallurgy in archaeology.; metallography.; archaeometallurgy.; Alloys--Metallography; Art objects--Conservation and restoration; Metallographic specimens; Metallography; Colombia.; Ecuador.; Alliages--Métallographie.; Métallographie--Éprouvettes.; Objets d'art--Conservation et restauration.; Métallographie.; Métallurgie en archéologie.,http://vocab.getty.edu/tgn/1000050; http://vocab.getty.edu/tgn/1000051,,0,v.3,,,,2026-02-19,2026-02-19
31154069009064,Book,,TN690 .S346 2012,NYU Inst Study Ancient World,Large Collection,9998784208807876,Ancient metals : microstructure and metallurgy /,0982933800; 9780982933800; 0982933843; 9780982933848; 0982933835; 9780982933831; 0982933827; 9780982933824,,"Scott, David A., 1948- author.",Conservation Science Press,[Los Angeles] :,2012-<2013>,Metallography.; Alloys--Metallography.; Metallographic specimens.; Art objects--Conservation and restoration.; Metallurgy in archaeology.; metallography.; archaeometallurgy.; Alloys--Metallography; Art objects--Conservation and restoration; Metallographic specimens; Metallography; Colombia.; Ecuador.; Alliages--Métallographie.; Métallographie--Éprouvettes.; Objets d'art--Conservation et restauration.; Métallographie.; Métallurgie en archéologie.,http://vocab.getty.edu/tgn/1000050; http://vocab.getty.edu/tgn/1000051,,0,v.2,,,,2026-02-19,2026-02-19
31154069009072,Book,,TN690 .S346 2012,NYU Inst Study Ancient World,Large Collection,9998784208807876,Ancient metals : microstructure and metallurgy /,0982933800; 9780982933800; 0982933843; 9780982933848; 0982933835; 9780982933831; 0982933827; 9780982933824,,"Scott, David A., 1948- author.",Conservation Science Press,[Los Angeles] :,2012-<2013>,Metallography.; Alloys--Metallography.; Metallographic specimens.; Art objects--Conservation and restoration.; Metallurgy in archaeology.; metallography.; archaeometallurgy.; Alloys--Metallography; Art objects--Conservation and restoration; Metallographic specimens; Metallography; Colombia.; Ecuador.; Alliages--Métallographie.; Métallographie--Éprouvettes.; Objets d'art--Conservation et restauration.; Métallographie.; Métallurgie en archéologie.,http://vocab.getty.edu/tgn/1000050; http://vocab.getty.edu/tgn/1000051,,0,v.4,,,,2026-02-19,2026-02-19
31154069009080,Book,,DS70.5.B3 D33 2021,NYU Inst Study Ancient World,Small Collection,9998785440307876,"The city of Babylon : a history, c. 2000 BC - AD 116 /",110713627X; 9781107136274; 1316501779; 9781316501771; 9781009038911; 1009038915; 9781316479728; 1316479722,,"Dalley, Stephanie, author.",Cambridge University Press,"Cambridge, United Kingdom ; New York, NY :",2021.,Iraq--Babylon (Extinct city); History; Babylon (Extinct city)--History.; Babylon.; Babylone (Ville ancienne)--Histoire.,https://pleiades.stoa.org/places/893951;,,0,,,,,2026-02-19,2026-02-19
31154069009098,Book,,PJ3711.E75 v.3 2025,NYU Inst Study Ancient World,Oversize Collection,9998753680207876,The Neo- and Late Babylonian records in the Babylon collection of the Istanbul Archaeological Museums (Eski Şark Eserleri Müzesi) /,344712394X; 9783447123945; 9783447396905; 3447396903,,"Eski Şark Eserleri Müzesi (Istanbul, Turkey), creator.",Harrassowitz Verlag,Wiesbaden :,2025.,"Eski Şark Eserleri Müzesi (Istanbul, Turkey)--Catalogs.; Akkadian language--Texts--Catalogs.; Cuneiform tablets--Iraq--Babylon (Extinct city); Babylon (Extinct city); Babylon.; Akkadien (Langue)--Textes--Catalogues.; Tablettes cunéiformes--Irak--Babylone (Ville ancienne); Babylone (Ville ancienne)",https://pleiades.stoa.org/places/893951;,,0,,,,,2026-02-19,2026-03-26
31154069009106,Book,,BH301.O35 S34 2025,NYU Inst Study Ancient World,Small Collection,9998785434307876,"Scents of Arabia : interdisciplinary approaches to ancient olfactory worlds : papers from a special session of the Fifty-Fifth Meeting of the Seminar for Arabian Studies, held in Berlin on 6th August 2022 /",1805830740; 9781805830740; 9781805830757; 1805830759,,"Seminar for Arabian Studies Berlin, Germany), 2022 : Special Session, creator. (55th :",Archaeopress Publishing Ltd,Bicester :,[2025],Odors--Arabian Peninsula--History--To 1500.; Essences and essential oils--Social aspects--History--Arabian Peninsula--To 1500--Congresses.; Essences and essential oils industry--Arabian Peninsula--History--To 1500--Congresses.; Arabian Peninsula--History--To 622--Congresses.; Essences and essential oils--Social aspects; Essences and essential oils industry--History.; Arabian Peninsula; Conference papers and proceedings; Arabia.; Arabie (Péninsule)--Histoire--Jusqu'à 622--Congrès.,https://pleiades.stoa.org/places/29475;,https://id.oclc.org/worldcat/entity/E39PBJpV6kpp36kd7rDTHYXcfq;,0,,,,,2026-02-19,2026-03-18
31154069009114,Book,,NB1097.6.S732 N343 2023,NYU Inst Study Ancient World,Large Collection,9998785433707876,"Naga Amuntemple : Relief, malerei, inschriften /",3868352929; 9783868352924,,"Wildung, Dietrich, author.",Ugarit-Verlag,Tecklenburg :,2023.,"Relief (Sculpture), Ancient--Sudan--Naqa (Extinct city); Temples--Sudan--Naqa (Extinct city); Excavations (Archaeology)--Sudan--Naqa (Extinct city); Naqa (Extinct city)--Antiquities.; Antiquities; Excavations (Archaeology); Relief (Sculpture), Ancient; Temples; Sudan--Naqa (Extinct city); Naqa.",https://pleiades.stoa.org/places/805635,,0,,,,,2026-02-19,2026-02-19
31154069009122,Book,,P945 .H388 2025,NYU Inst Study Ancient World,Large Collection,9998785433607876,Ḫattannaš : a festschrift in honor of Theo van den Hout /,1614911355; 9781614911357,,,Institute for the Study of Ancient Cultures of the University of Chicago,[Chicago] :,[2025],Hittite language.; Hittites--Civilization.; Hittites--History.; Luwian language.; Akkadian language.; Akkadian language; Hittite language; Hittites; Civilization; Luwian language; History; Hittite Empire.; Hittite (Langue); Hittites--Histoire.; Akkadien (Langue); Hittites--Civilisation.; Louvite (Langue),http://vocab.getty.edu/tgn/6002562,,0,,,,,2026-02-19,2026-02-19
31154069009221,Book,,BX103.3 .W45 2026,NYU Inst Study Ancient World,Small Collection,9998785423307876,Rediscovery of a lost history of Central Asian Christianity : historical context and archaeological evidence /,9781463249847; 1463249845; 1463249853; 9781463249854,,"White, Kevin T., author.",Gorgias Press,"Piscataway, NJ :",2026,"Eastern churches--Asia, Central--History.; Asia, Central--History.; Central Asia.; Églises orientales--Asie centrale--Histoire.; Asie centrale--Histoire.",http://vocab.getty.edu/tgn/8697475;,,0,,,,,2026-02-26,2026-02-26
31154069009239,Bound Issue,,PA3339 .Z45,NYU Inst Study Ancient World,Oak Collection,990028566520107876,Zeitschrift für Papyrologie und Epigraphik.,,0084-5388,,Rudolf Habelt Verlag GMBH,Bonn :,1967-,"Manuscripts (Papyri)--Periodicals.; Inscriptions; Manuscripts, Greek (Papyri); Manuscripts (Papyri); Periodicals; Periodicals.; Papyri.; Inscripties.; Oudheid.; Greek philology--Periodicals.; Inscriptions--Periodicals.; Manuscripts, Greek (Papyri)--Periodicals.; Papyrus (Manuscrits)--Périodiques.; Papyrus grecs--Périodiques.; Inscriptions--Périodiques.",,,0,Bd.235(2025),,,,2026-02-26,2026-02-26
31154069009247,Book,In Process,TX713 .T37 2025,NYU Inst Study Ancient World,Small Collection,9998785422807876,In taberna : finger food dall'antica Roma /,8891335185; 9788891335180,,"Tapinassi, Martina, 1986- author.",L'Erma di Bretschneider,Roma ; Bristol (USA) :,2025.,"Cooking, Roman--History.; Food habits--Rome--History.; Food--Rome--History.; cookbooks.; recipes.; Cookbooks.; Recipes.; Recettes.; Roman Empire.; Livres de cuisine.; Habitudes alimentaires--Rome--Histoire.; Aliments--Rome--Histoire.; Cuisine romaine--Histoire.",http://vocab.getty.edu/tgn/7030347,,0,,,,,2026-02-26,2026-03-11
31154069009254,Book,,BV43 .A446 2024,NYU Inst Study Ancient World,Small Collection,9998785422707876,Algorithmic musings in Syriac : a verse poem on computation attributed to George of the Arabs /,1463247052; 9781463247058; 9781463247065; 1463247060,,,Gorgias Press LLC,"Piscataway, NJ :",2024.,Fasts and feasts.; Church calendar.; Syria.; Calendrier liturgique.,https://pleiades.stoa.org/places/1306,,0,,,,,2026-02-26,2026-02-26
31154069009262,Issue,,DS56 .S45,NYU Inst Study Ancient World,Oak Collection,990056893390107876,Ash-sharq : bulletin of the Ancient Near East.,,2513-8529,,Archaeopress Publishing Ltd,"Oxford, UK :",2017-,Archaeology--Middle East--Periodicals.; Excavations (Archaeology)--Middle East--Periodicals.; Middle East--Antiquities--Periodicals.; Antiquities; Archaeology; Excavations (Archaeology); Middle East; Periodicals; Middle East.; Moyen-Orient--Antiquités--Périodiques.,http://vocab.getty.edu/tgn/7001526;,,0,v.9(2025),,,,2026-02-26,2026-02-26
31154069009270,Issue,,DS161 .A65,NYU Inst Study Ancient World,Oak Collection,990035170110107876,Aramazd : Armenian journal of Near Eastern studies.,,1829-1376,,Archaeopress Journals; Association for Near Eastern and Caucasian Studies,Yerevan [Armenia] :,2006-,"Armenians--History--Periodicals.; Armenia--Civilization--Periodicals.; Armenia--Antiquities--Periodicals.; Excavations (Archaeology)--Middle East--Periodicals.; Antiquities, Prehistoric--Middle East--Periodicals.; Middle East--Antiquities--Periodicals.; Antiquities; Armenians; Civilization; Armenia; Middle East; History; Periodicals; Periodicals.; Middle Eastern philology.; Caucasian philology.; Middle East--Antiquities.; Caucasus--Antiquities.; Armenia (region); Middle East.; Armenia--History--Periodicals.",https://pleiades.stoa.org/places/874350; http://vocab.getty.edu/tgn/7001526;,,0,v.19(2025),,,,2026-02-26,2026-02-26
31154069009288,Book,,DS153.3 .K457 2025,NYU Inst Study Ancient World,Large Collection,9998785422307876,Khirbet al-Khalde : final publications from the Khirbet al-Khalde archaeological project 2023 /,2503618626; 9782503618623,,,Brepols,Turnhout :,[2025],Human settlements--Jordan--History.; Excavations (Archaeology)--Jordan.; Jordan--Antiquities.; Khirbet al-Khalde (Jordan); Human settlements--History.; Jordan; 'Praesidio'.; Établissements humains--Jordanie--Histoire.; Jordanie--Antiquités.,https://pleiades.stoa.org/places/746796;,https://id.oclc.org/worldcat/entity/E39PBJgMCMwpB3Qrd9t7MBYHG3;,0,,,,,2026-02-26,2026-02-26
31154069009296,Bound Issue,,DS69.5 .M46,NYU Inst Study Ancient World,Large Collection,990028697980107876,Mesopotamia /,,0391-4135,,Giappichelli,Torino :,1966-,Iraq--Antiquities--Periodicals.; Archeologie.; Epigrafie.; Mesopotamia (general region); Antiquities.; Iraq.; Periodicals.,http://vocab.getty.edu/page/tgn/7001554 (OCoLC)fst01205757,,0,v.60(2025),,,,2026-02-26,2026-02-26
31154069009304,Book,,DT73.A4 H45 2021,NYU Inst Study Ancient World,Large Collection,9998785420607876,Pharos (Alexandria) : Insel der Gräber und Heiligtümer /,1906137730; 9781906137731,,"Helmbold-Doyé, Jana, author.",Golden House Publications,Berlin ; London :,2021.,"Egyptology.; Alexandria (Egypt)--Antiquities.; Pharos Lighthouse (Alexandria, Egypt); Antiquities; Egyptology; Egypt--Alexandria; Pharos.; Alexandria.; Phare d'Alexandrie (Égypte); Égyptologie.",https://pleiades.stoa.org/places/727197; https://pleiades.stoa.org/places/727070,https://id.oclc.org/worldcat/entity/E39PBJpjcrF7WTjXVwkDJjrTHC;,0,,,,,2026-02-26,2026-02-26
31154069009312,Book,,BL793.C7 R44 2025,NYU Inst Study Ancient World,Large Collection,9998759309107876,Le berceau minoen de la religion hellénique : le labyrinthe des abeilles /,2874571482; 9782874571480,,"Reeth, J. M. F. van, 1960- author.",Éditions Safran,Bruxelles :,[2025],Minoans--Religion.; Labyrinths--Greece--Crete--Religious aspects.; Bees--Greece--Crete--Religious aspects.; Crete (Greece)--Religious life and customs.; Creta (island); Minoens--Religion.,https://pleiades.stoa.org/places/589748,,0,,,,,2026-02-26,2026-02-26
31154069009320,Book,,PJ3721.M3 C42 2018,NYU Inst Study Ancient World,Large Collection,9998785419107876,Les archives d'Ilu-kân : gestion et comptabilité du grain dans le palais de Mari /,295386539X; 9782953865394,,"Chambon, Grégory, author.",SEPOA,Paris :,[2018],"Cuneiform tablets--Syria--Mari (Extinct city); Civilization, Assyro-Babylonian; Cuneiform tablets; Syria; Syria--Mari (Extinct city); Civilization, Assyro-Babylonian.; Cuneiform tablets--Syria.; Mari (Extinct city); Māri.; Tablettes cunéiformes--Syrie--Mari (Ville ancienne); Mari (Ville ancienne); Civilisation assyro-babylonienne.",https://pleiades.stoa.org/places/286681704;,https://id.oclc.org/worldcat/entity/E39QbtfRrbPWVQ3tvhM9q9jX7B;,0,,,,,2026-02-26,2026-02-26
